Date,Open,High,Low,Close,Adj Close,Volume,Day
2023-05-22,418.640015,420.390015,417.350006,418.790009,414.094635,60745400,38
2023-05-23,417.079987,418.720001,413.679993,414.089996,409.447327,86383500,39
2023-05-24,412.420013,412.820007,409.880005,411.089996,406.480957,89213700,40
2023-05-25,414.73999,416.160004,412.410004,414.649994,410.001068,90961600,41
2023-05-26,415.329987,420.769989,415.25,420.019989,415.310822,93830000,42
2023-05-30,422.029999,422.579987,418.73999,420.179993,415.469055,72216000,43
2023-05-31,418.279999,419.220001,416.220001,417.850006,413.165192,110811800,44
2023-06-01,418.089996,422.920013,416.790009,421.820007,417.090698,88865000,45
2023-06-02,424.5,428.73999,423.950012,427.920013,423.122284,91366700,46
2023-06-05,428.279999,429.619995,426.369995,427.100006,422.311462,65460200,47
2023-06-06,426.670013,428.579987,425.98999,428.029999,423.231018,64022200,48
2023-06-07,428.440002,429.619995,426.109985,426.549988,421.767609,85373300,49
2023-06-08,426.619995,429.600006,425.820007,429.130005,424.318726,61952800,50
2023-06-09,429.959991,431.98999,428.869995,429.899994,425.080048,85742800,51
2023-06-12,430.920013,433.880005,430.170013,433.799988,428.93634,76104300,52
2023-06-13,435.320007,437.329987,434.630005,436.660004,431.764282,95899700,53
2023-06-14,437.01001,439.059998,433.589996,437.179993,432.278442,100612100,54
2023-06-15,436.329987,443.899994,436.230011,442.600006,437.637695,110303100,55
2023-06-16,443.019989,443.609985,438.970001,439.459991,436.147003,114121300,56
2023-06-20,437.450012,438.369995,435.029999,437.179993,433.884186,76160400,57
2023-06-21,436.160004,436.98999,434.329987,434.940002,431.661102,76982300,58
2023-06-22,433.950012,436.619995,433.600006,436.51001,433.219269,70637200,59
2023-06-23,432.929993,435.059998,432.470001,433.209991,429.944122,92074500,60
2023-06-26,432.619995,434.609985,431.190002,431.440002,428.187469,72823600,61
2023-06-27,432.350006,436.809998,431.880005,436.170013,432.881836,72813700,62
2023-06-28,435.049988,437.440002,434.410004,436.390015,433.100189,75636000,63
2023-06-29,435.959991,438.279999,435.540009,438.109985,434.807159,67882300,64
2023-06-30,441.440002,444.299988,441.109985,443.279999,439.938202,104921500,65
2023-07-03,442.920013,444.079987,442.630005,443.790009,440.444366,32793400,66
2023-07-05,441.910004,443.890015,441.899994,443.130005,439.789337,58418400,67
2023-07-06,439.420013,440.100006,437.059998,439.660004,436.34549,80658300,68
2023-07-07,438.630005,442.640015,438.299988,438.549988,435.243866,86076100,69
2023-07-10,438.179993,439.839996,437.589996,439.660004,436.34549,62443500,70
2023-07-11,440.450012,442.970001,439.440002,442.459991,439.124359,64463800,71
2023-07-12,446.390015,447.480011,444.910004,446.019989,442.657532,91924500,72
2023-07-13,447.899994,450.380005,447.450012,449.559998,446.170868,72425200,73
2023-07-14,450.480011,451.359985,448.48999,449.279999,445.892975,69761800,74
2023-07-17,449.130005,451.929993,449.079987,450.839996,447.441193,52680200,75
2023-07-18,450.5,454.859985,450.049988,454.190002,450.765961,80744400,76
2023-07-19,455.01001,456.429993,454.109985,455.200012,451.768341,65891700,77
2023-07-20,454.170013,455.100006,451.440002,452.179993,448.771118,70591600,78
2023-07-21,453.959991,454.170013,452.170013,452.179993,448.771118,71245400,79
2023-07-24,453.369995,455.040009,452.299988,454.200012,450.775879,54023400,80
2023-07-25,453.920013,456.73999,453.869995,455.440002,452.006531,55191200,81
2023-07-26,454.470001,456.98999,453.380005,455.51001,452.076019,71052900,82
2023-07-27,459.019989,459.440002,451.549988,452.48999,449.078766,92194400,83
2023-07-28,455.880005,457.779999,452.48999,456.920013,453.475403,80011800,84
2023-07-31,457.410004,458.160004,456.049988,457.790009,454.338837,62040400,85
2023-08-01,456.269989,457.25,455.48999,456.480011,453.038727,55291500,86
2023-08-02,453.25,453.519989,449.350006,450.130005,446.736572,93933400,87
2023-08-03,448.040009,450.790009,447.369995,448.839996,445.456299,64276100,88
2023-08-04,450.720001,452.899994,446.269989,446.809998,443.441589,100052300,89
2023-08-07,448.709991,450.869995,447.98999,450.709991,447.312164,58357500,90
2023-08-08,448.079987,450.700012,445.269989,448.75,445.366974,71361300,91
2023-08-09,449.029999,449.200012,444.959991,445.75,442.389587,78789600,92
2023-08-10,448.190002,451.700012,444.700012,445.910004,442.54837,93005500,93
2023-08-11,443.970001,446.700012,443.350006,445.649994,442.290344,68664600,94
2023-08-14,444.700012,448.109985,444.380005,448.109985,444.731781,47867400,95
2023-08-15,446.269989,446.640015,442.299988,442.890015,439.551178,75707500,96
2023-08-16,442.459991,444.179993,439.529999,439.640015,436.325653,80107200,97
2023-08-17,441.160004,441.429993,435.75,436.290009,433.000916,95711300,98
2023-08-18,433.369995,437.570007,433.01001,436.5,433.20932,98758400,99
2023-08-21,437.549988,440.109985,435.320007,439.339996,436.027924,68719000,100
2023-08-22,441.179993,441.179993,437.570007,438.149994,434.846863,65062900,101
2023-08-23,439.25,443.670013,439.100006,443.029999,439.690094,68441000,102
2023-08-24,444.690002,445.220001,436.859985,436.890015,433.596405,88517300,103
2023-08-25,438.679993,441.299988,435,439.970001,436.653168,102325100,104
2023-08-28,442.23999,443.399994,439.970001,442.76001,439.42215,61595400,105
2023-08-29,442.649994,449.450012,442.459991,449.160004,445.773895,83081900,106
2023-08-30,449.51001,451.670013,448.779999,451.01001,447.609955,69053900,107
2023-08-31,451.649994,452.829987,450.160004,450.350006,446.954926,66084600,108
2023-09-01,453.170013,453.670013,449.679993,451.190002,447.788574,58875700,109
2023-09-05,450.730011,451.059998,449.170013,449.23999,445.853271,55166200,110
2023-09-06,448.399994,448.51001,443.809998,446.220001,442.856018,70758500,111
2023-09-07,443.109985,445.549988,442.75,444.850006,441.496368,70355400,112
2023-09-08,444.899994,447.109985,444.529999,445.519989,442.161316,61659700,113
2023-09-11,448.23999,448.769989,446.470001,448.450012,445.069244,60180100,114
2023-09-12,446.950012,448.529999,445.390015,445.98999,442.627777,67565400,115
2023-09-13,446.220001,447.709991,445.079987,446.51001,443.14386,60199300,116
2023-09-14,449.070007,451.079987,447.720001,450.359985,446.964844,83430800,117
2023-09-15,447.140015,447.480011,442.920013,443.369995,441.579651,111761400,118
2023-09-18,443.049988,444.970001,442.559998,443.630005,441.838623,55752200,119
2023-09-19,442.679993,443.290009,439.940002,442.709991,440.922302,66514600,120
2023-09-20,444.01001,444.440002,438.429993,438.640015,436.868774,82562600,121
2023-09-21,435.700012,435.970001,431.230011,431.390015,429.648041,103976100,122
2023-09-22,432.450012,434.100006,429.98999,430.420013,428.681976,100829700,123
2023-09-25,429.170013,432.269989,428.720001,432.230011,430.48465,70874500,124
2023-09-26,429.089996,429.820007,425.019989,425.880005,424.160278,96168400,125
2023-09-27,427.089996,427.670013,422.290009,426.049988,424.32959,104705800,126
2023-09-28,425.480011,430.25,424.869995,428.519989,426.789612,92258300,127
2023-09-29,431.670013,431.850006,425.910004,427.480011,425.753845,115078500,128
2023-10-02,426.619995,428.600006,424.459991,427.309998,425.584503,83798600,129
2023-10-03,425.059998,427.369995,420.179993,421.589996,419.887604,103760600,130
2023-10-04,422.070007,425.429993,420.559998,424.660004,422.945221,87453000,131
2023-10-05,424.359985,425.369995,421.170013,424.5,422.785858,70142700,132
2023-10-06,421.970001,431.130005,420.600006,429.540009,427.805511,113202700,133
2023-10-09,427.579987,432.880005,427.01001,432.290009,430.544403,80374400,134
2023-10-10,432.940002,437.220001,432.529999,434.540009,432.785309,78607300,135
2023-10-11,435.640015,436.579987,433.179993,436.320007,434.558136,62451700,136
2023-10-12,436.950012,437.339996,431.230011,433.660004,431.908875,81154200,137
2023-10-13,435.209991,436.450012,429.880005,431.5,429.757599,95143100,138
2023-10-16,433.820007,437.140015,433.570007,436.040009,434.279266,75433200,139
2023-10-17,432.809998,438.140015,432.450012,436.019989,434.259338,75324700,140
2023-10-18,434.190002,435.179993,429.089996,430.209991,428.472778,93559800,141
2023-10-19,430.950012,432.820007,425.730011,426.429993,424.708038,121323000,142
2023-10-20,425.980011,426.540009,421.079987,421.190002,419.489227,123845800,143
2023-10-23,419.609985,424.450012,417.799988,420.459991,418.762146,92035100,144
2023-10-24,422.649994,424.820007,420.73999,423.630005,421.919373,78564200,145
2023-10-25,421.890015,421.920013,417.019989,417.549988,415.863892,94223200,146
2023-10-26,416.450012,417.329987,411.600006,412.549988,410.884094,115156800,147
2023-10-27,414.190002,414.600006,409.209991,410.679993,409.021637,107367700,148
2023-10-30,413.559998,416.679993,412.220001,415.589996,413.911835,86562700,149
2023-10-31,416.179993,418.529999,414.209991,418.200012,416.511292,79665200,150
2023-11-01,419.200012,423.5,418.649994,422.660004,420.953278,98068100,151
2023-11-02,426.579987,430.920013,426.559998,430.76001,429.020599,94938900,152
2023-11-03,433.140015,436.290009,433.01001,434.690002,432.934723,100110800,153
2023-11-06,435.470001,436.149994,433.679993,435.690002,433.930664,67831700,154
2023-11-07,435.690002,437.589996,434.51001,436.929993,435.165649,64256100,155
2023-11-08,437.549988,438.089996,434.869995,437.25,435.484375,61746000,156
2023-11-09,438.429993,438.470001,433.399994,433.839996,432.088135,83174400,157
2023-11-10,435.980011,440.929993,433.829987,440.609985,438.83078,89462200,158
2023-11-13,439.230011,441.329987,438.420013,440.190002,438.412506,52236100,159
2023-11-14,446.320007,450.059998,446.089996,448.730011,446.91803,97176900,160
2023-11-15,450.109985,451.380005,448.799988,449.679993,447.864166,77327600,161
2023-11-16,449.220001,450.559998,448.119995,450.230011,448.411957,66665800,162
2023-11-17,450.23999,451.420013,449.290009,450.790009,448.969696,83133200,163
2023-11-20,450.529999,455.130005,450.519989,454.26001,452.42569,69936200,164
2023-11-21,453.179993,454.130005,451.959991,453.269989,451.439667,49244600,165
2023-11-22,454.980011,456.380005,453.890015,455.019989,453.182617,59394900,166
2023-11-24,455.070007,455.5,454.730011,455.299988,453.461456,29737400,167
2023-11-27,454.649994,455.48999,454.079987,454.480011,452.644806,50506000,168
2023-11-28,454.079987,456.269989,453.5,454.929993,453.092957,62115000,169
2023-11-29,457.149994,458.320007,454.200012,454.609985,452.774261,63146000,170
2023-11-30,455.480011,456.76001,453.339996,456.399994,454.557037,79752700,171
2023-12-01,455.769989,459.649994,455.160004,459.100006,457.246155,89097900,172
2023-12-04,455.600006,459.119995,454.339996,456.690002,454.845886,72430900,173
2023-12-05,455.26001,457.589996,454.869995,456.600006,454.756226,69793500,174
2023-12-06,458.809998,458.839996,454.309998,454.76001,452.923676,69124700,175
2023-12-07,456.910004,458.899994,456.290009,458.230011,456.379669,66995400,176
2023-12-08,457.459991,460.75,457.209991,460.200012,458.341705,83080900,177
2023-12-11,459.690002,462.170013,459.470001,461.98999,460.124451,65002200,178
2023-12-12,461.630005,464.200012,460.600006,464.100006,462.225952,68327600,179
2023-12-13,464.48999,470.76001,464.119995,470.5,468.600098,93278000,180
2023-12-14,472.5,473.730011,469.25,472.01001,470.104004,119026000,181
2023-12-15,469.48999,470.700012,467.429993,469.329987,469.329987,141319300,182
2023-12-18,470.980011,472.980011,469.890015,471.970001,471.970001,70375300,183
2023-12-19,472.529999,474.920013,472.450012,474.839996,474.839996,55761800,184
2023-12-20,473.959991,475.899994,467.820007,468.26001,468.26001,102921000,185
2023-12-21,471.329987,472.980011,468.839996,472.700012,472.700012,86667500,186
2023-12-22,473.859985,475.380005,471.700012,473.649994,473.649994,67126600,187
2023-12-26,474.070007,476.579987,473.98999,475.649994,475.649994,55387000,188
2023-12-27,475.440002,476.660004,474.890015,476.51001,476.51001,68000300,189
2023-12-28,476.880005,477.549988,476.26001,476.690002,476.690002,77158100,190
2023-12-29,476.48999,477.029999,473.299988,475.309998,475.309998,122234100,191
2024-01-02,472.160004,473.670013,470.48999,472.649994,472.649994,123623700,192
2024-01-03,470.429993,471.190002,468.170013,468.790009,468.790009,103585900,193
2024-01-04,468.299988,470.959991,467.049988,467.279999,467.279999,84232200,194
2024-01-05,467.48999,470.440002,466.429993,467.920013,467.920013,86060800,195
2024-01-08,468.429993,474.75,468.299988,474.600006,474.600006,74879100,196
2024-01-09,471.869995,474.929993,471.350006,473.880005,473.880005,65931400,197
2024-01-10,474.160004,477.450012,473.869995,476.559998,476.559998,67310600,198
2024-01-11,477.589996,478.119995,472.26001,476.350006,476.350006,77940700,199
2024-01-12,477.839996,478.600006,475.230011,476.679993,476.679993,57944000,200
2024-01-16,475.26001,476.609985,473.059998,474.929993,474.929993,85014900,201
2024-01-17,471.820007,472.790009,469.869995,472.290009,472.290009,68843900,202
2024-01-18,474.01001,477.059998,472.420013,476.48999,476.48999,91856200,203
2024-01-19,477.649994,482.720001,476.540009,482.429993,482.429993,110733300,204
2024-01-22,484.01001,485.220001,482.779999,483.450012,483.450012,75844900,205
2024-01-23,484.01001,485.109985,482.890015,484.859985,484.859985,49945300,206
2024-01-24,487.809998,488.769989,484.880005,485.390015,485.390015,81765000,207
2024-01-25,487.579987,488.309998,485.390015,488.029999,488.029999,72525000,208
2024-01-26,487.589996,489.119995,486.540009,487.410004,487.410004,76641600,209
2024-01-29,487.730011,491.420013,487.170013,491.269989,491.269989,61322800,210
2024-01-30,490.559998,491.619995,490.109985,490.890015,490.890015,58618400,211
2024-01-31,488.619995,489.079987,482.859985,482.880005,482.880005,126011100,212
2024-02-01,484.630005,489.230011,483.799988,489.200012,489.200012,91891600,213
2024-02-02,489.649994,496.049988,489.299988,494.350006,494.350006,99147700,214
2024-02-05,493.700012,494.380005,490.230011,492.549988,492.549988,75757100,215
2024-02-06,493.519989,494.320007,492.049988,493.980011,493.980011,55918600,216
2024-02-07,496.290009,498.529999,495.359985,498.100006,498.100006,70556500,217
2024-02-08,498.100006,498.709991,497.26001,498.320007,498.320007,52343600,218
2024-02-09,498.839996,501.649994,498.48999,501.200012,501.200012,63979400,219
2024-02-12,501.170013,503.5,500.23999,500.980011,500.980011,56502300,220
2024-02-13,494.529999,497.089996,490.720001,494.079987,494.079987,113099200,221
2024-02-14,496.790009,499.070007,494.399994,498.570007,498.570007,68387800,222
2024-02-15,499.290009,502.200012,498.799988,502.01001,502.01001,61683000,223
2024-02-16,501.700012,502.869995,498.75,499.51001,499.51001,75461200,224
2024-02-20,497.720001,498.410004,494.450012,496.76001,496.76001,71736700,225
2024-02-21,495.420013,497.369995,493.559998,497.209991,497.209991,59603800,226
2024-02-22,504.01001,508.48999,503.019989,507.5,507.5,76402500,227
2024-02-23,509.269989,510.130005,507.100006,507.850006,507.850006,61284200,228
2024-02-26,508.299988,508.75,505.859985,505.98999,505.98999,50386700,229
2024-02-27,506.700012,507.160004,504.75,506.929993,506.929993,48854500,230
2024-02-28,505.329987,506.859985,504.959991,506.26001,506.26001,56404500,231
